0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
27,142,167,139,118,136,135,137,169,135,117,169,118,137,136,166,166,165,138,140,165,118,136,117,137,166,139,136,136,165,168,141,162,136,141,169,164,168,164,163,140,118,135,139,163,118,142,141,117,165,169,135,169,140,136,135,163,139,167,162,135,137,162,163,136,142,163,140,136,141,168,139,136,168,164,117,167,142,166,137,142,169,135,140,140,164,167,166,166,139,168,135,139,163,165,139,169,166,168,139,169,166,135,140,117,169,137,164,118,164,167,117,165,169,163,163,165,163,139,29
27,138,139,139,135,168,140,136,137,135,169,169,166,138,162,136,135,164,168,167,139,169,139,117,162,135,140,139,138,166,138,168,168,165,135,140,164,141,163,139,138,169,118,166,139,136,163,136,168,168,162,142,137,140,163,135,165,162,169,117,166,165,141,139,169,165,167,136,162,165,117,138,117,135,169,164,167,141,137,165,163,136,165,138,137,137,168,139,163,118,141,168,162,163,141,140,118,167,136,118,140,168,136,168,163,166,168,169,166,135,141,135,141,137,117,139,140,118,169,29
27,164,162,136,162,163,163,137,168,139,167,142,169,163,169,137,135,118,117,118,142,138,140,166,168,164,141,117,137,142,135,138,137,164,139,136,164,169,166,169,142,141,140,141,167,118,140,140,139,118,165,165,142,140,137,163,118,118,138,166,164,168,168,162,169,165,137,168,165,140,135,162,163,162,138,141,162,118,169,169,140,164,138,165,137,162,117,166,139,140,135,139,162,135,163,162,138,137,137,141,142,168,165,140,140,140,136,142,136,138,169,165,117,139,137,140,139,139,137,29
27,135,169,136,168,135,167,165,168,135,165,137,139,167,169,142,118,135,166,141,139,139,138,163,168,163,168,163,141,166,135,135,135,168,135,138,164,118,168,118,139,164,117,138,142,118,139,141,164,136,169,164,169,142,138,164,169,142,138,135,138,136,118,140,140,118,117,165,117,139,137,168,163,165,164,142,165,167,139,166,142,137,141,166,136,137,165,142,164,139,169,166,137,136,140,162,140,164,164,169,141,137,142,138,136,140,163,163,164,169,169,117,168,163,137,141,141,138,141,29
27,162,135,142,141,135,166,166,142,118,140,118,136,117,136,167,138,167,138,140,162,142,118,141,141,140,141,169,142,166,164,169,141,166,165,140,166,165,164,141,117,135,118,162,168,165,162,118,117,168,117,142,167,136,162,141,164,165,166,136,118,166,165,168,141,142,141,140,162,139,166,140,168,118,168,137,164,162,163,167,135,165,165,141,139,165,137,136,140,163,137,165,141,166,141,166,165,163,141,142,135,138,165,118,140,163,167,140,135,140,118,162,165,118,117,163,162,139,141,29
27,163,139,141,139,135,142,135,135,168,162,162,164,166,168,118,166,136,165,117,163,169,166,169,138,164,135,162,163,138,117,140,165,162,118,164,162,136,118,165,168,162,138,140,166,142,142,138,167,167,117,138,169,169,139,165,135,165,138,162,167,135,169,137,136,135,139,140,139,135,164,139,141,140,166,136,142,136,162,135,165,117,167,169,141,168,139,141,163,140,164,169,167,117,141,167,117,166,165,140,136,169,162,165,163,162,117,169,139,162,164,139,117,167,164,136,166,135,165,29
27,164,135,163,166,135,169,141,140,135,142,166,135,138,167,163,118,167,117,166,118,169,168,168,136,136,137,138,140,118,135,166,163,140,140,135,163,138,117,135,169,168,135,164,136,168,142,141,142,140,163,138,135,135,135,139,138,162,138,165,136,139,117,136,139,142,165,140,167,135,162,165,164,164,162,140,166,163,165,138,137,142,141,135,138,163,168,137,165,141,137,164,135,168,162,136,139,117,162,135,162,167,166,169,137,142,142,165,163,164,136,165,118,169,140,141,142,164,166,29
27,117,138,139,118,137,139,137,167,142,169,135,139,141,136,118,142,140,164,164,168,117,140,168,163,136,141,118,166,163,167,142,165,168,165,167,141,142,135,136,167,118,142,118,164,141,140,138,162,140,169,163,136,164,137,164,163,139,169,141,163,164,167,138,141,164,168,164,166,137,168,163,139,142,141,139,135,168,163,162,166,140,165,169,135,167,142,169,164,162,117,137,167,167,142,162,169,162,164,135,165,118,169,163,135,166,165,137,117,142,167,137,137,135,165,117,164,164,141,29
27,168,168,139,118,117,141,168,137,165,141,141,136,139,166,167,139,135,165,140,135,164,168,167,162,142,164,166,163,137,137,118,166,163,166,118,141,138,167,135,141,168,136,169,164,167,164,117,142,139,166,164,166,136,163,142,118,118,138,139,135,139,166,142,168,165,162,118,162,162,169,168,166,165,140,164,138,140,140,165,140,140,167,117,168,164,136,166,118,168,140,138,141,137,164,162,135,163,136,136,162,169,117,164,162,162,141,142,138,117,135,118,166,138,167,167,164,142,137,29
27,118,117,117,166,165,135,140,136,162,137,141,163,163,136,142,164,135,162,142,162,141,118,167,169,135,117,168,118,163,118,142,135,163,142,140,164,164,163,166,137,140,142,162,137,142,117,164,164,164,163,137,139,163,166,138,142,135,167,169,140,142,139,162,136,169,136,138,168,141,166,165,140,163,168,137,118,169,117,117,165,164,140,164,136,136,141,164,136,166,135,165,169,136,166,164,168,164,164,167,117,166,117,167,167,136,117,137,142,141,164,136,167,164,163,136,169,166,141,29
27,140,168,142,142,136,136,141,142,162,167,140,118,137,163,164,167,138,168,135,167,169,138,166,136,166,162,139,141,166,136,138,165,163,118,168,138,141,165,164,167,137,142,167,140,169,141,163,164,142,137,162,165,166,167,139,169,136,142,162,142,167,117,139,139,162,142,164,138,137,135,138,142,118,141,138,137,136,165,164,164,142,137,118,138,169,138,164,162,135,142,163,165,135,163,141,167,139,137,165,169,168,164,164,139,166,135,168,135,162,166,169,169,118,168,137,141,169,165,29
